QueryId	SubjectId	Identity(%)	Length	Mismatches	Gap_opens	Q_Start	Q_End	S_Start	S_End	Evalue	BitScore	Genome	Strand	Gene	G_upstream	G_downstream	S_Center	RM	ID
TpSSSP	scaffold_3861	100	15	0	0	14	28	29097	29111	2.5	30.2	Cyclotella_cryptica_Cyccr1	+	scaffold_3861:29097-29111			29104	F	1241
TpTHI1	scaffold_3926	100	14	0	0	14	27	19368	19381	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_3926:19368-19381			19374.5	F	1242
TpTHI1	scaffold_3949	100	15	0	0	6	20	45757	45743	2.4	30.2	Cyclotella_cryptica_Cyccr1	-	scaffold_3949:45757-45743			45750	F	1243
FcSSSP	scaffold_406	100	15	0	0	10	24	60155	60169	3.3	30.2	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_406:60155-60169	"""gm1.29494_g"""	"""fgenesh1_kg.406_#_6_#_1826_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS"""	60162	F	1244
PtTHIC	scaffold_4077	94.444	18	1	0	9	26	10183	10166	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_4077:10183-10166			10174.5	F	1245
PtTHIC	scaffold_4081	100	14	0	0	3	16	14268	14255	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_4081:14268-14255			14261.5	F	1246
FcSSSP	scaffold_419	100	15	0	0	17	31	146537	146523	3.3	30.2	Pseudo-nitzschia_multiseries_Psemu1	-	scaffold_419:146537-146523			146530	F	1247
FcSSSP	scaffold_4199	100	14	0	0	14	27	11552	11565	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4199:11552-11565			11558.5	F	1248
FcTHIC	scaffold_42	100	15	0	0	14	28	175335	175349	3.5	30.2	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_42:175335-175349	"""e_gw1.42.57.1"""	"""gm1.6731_g"""	175342	F	1249
PtTHIC	scaffold_4209	100	14	0	0	3	16	27801	27788	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_4209:27801-27788			27794.5	F	1250
PtSSSP	scaffold_4214	95.833	24	1	0	1	24	9255	9278	0.003	40.1	Cyclotella_cryptica_Cyccr1	+	scaffold_4214:9255-9278			9266.5	F	1251
PtTHIC	scaffold_4214	90.625	32	3	0	1	32	9255	9286	0.003	40.1	Cyclotella_cryptica_Cyccr1	+	scaffold_4214:9255-9286			9270.5	F	1252
PmSSSP	scaffold_4214	95.455	22	1	0	5	26	9259	9280	0.041	36.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4214:9259-9280			9269.5	F	1253
PmTHIC	scaffold_4214	95	20	1	0	5	24	9259	9278	0.64	32.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4214:9259-9278			9268.5	F	1254
FcSSSP	scaffold_4214	94.737	19	1	0	5	23	9260	9278	2.4	30.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4214:9260-9278			9269	F	1255
FcTHIC	scaffold_4214	95	20	1	0	7	26	9261	9280	0.64	32.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4214:9261-9280			9270.5	F	1256
PmSSSP	scaffold_4249	100	17	0	0	1	17	9012	9028	0.16	34.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4249:9012-9028			9020	F	1257
TpTHI1	scaffold_4254	100	14	0	0	13	26	7584	7597	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4254:7584-7597			7590.5	F	1258
FcSSSP	scaffold_4376	100	14	0	0	22	35	30539	30526	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_4376:30539-30526			30532.5	F	1259
TpTHI1	scaffold_4530	100	14	0	0	17	30	19729	19716	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_4530:19729-19716			19722.5	F	1260
PtTHIC	scaffold_4713	100	14	0	0	21	34	1920	1933	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4713:1920-1933			1926.5	F	1261
FcTHIC	scaffold_4759	100	15	0	0	14	28	7061	7075	2.5	30.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4759:7061-7075			7068	F	1262
TpTHI1	scaffold_4889	100	14	0	0	4	17	19731	19718	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_4889:19731-19718			19724.5	F	1263
FcTHIC	scaffold_49	100	15	0	0	20	34	269675	269689	3.5	30.2	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_49:269675-269689	"""estExt_fgenesh1_pm.C_490004"""	"""estExt_fgenesh1_pm.C_490004"""	269682	F	1264
TpTHI1	scaffold_4904	100	14	0	0	15	28	19247	19260	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_4904:19247-19260			19253.5	F	1265
PmTHIC	scaffold_5	91.304	23	2	0	5	27	709110	709132	3.5	30.2	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_5:709110-709132	"""gm1.963_g"""	"""gm1.970_g"""	709121	F	1266
FcSSSP	scaffold_5109	100	15	0	0	15	29	13815	13801	2.4	30.2	Cyclotella_cryptica_Cyccr1	-	scaffold_5109:13815-13801			13808	F	1267
TpTHI1	scaffold_5202	100	14	0	0	16	29	19926	19939	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_5202:19926-19939			19932.5	F	1268
FcTHIC	scaffold_54	100	15	0	0	14	28	288147	288161	3.5	30.2	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_54:288147-288161	"""estExt_fgenesh1_pg.C_540016"""	"""e_gw1.54.97.1"""	288154	F	1269
TpSSSP	scaffold_5446	100	15	0	0	20	34	12998	13012	2.5	30.2	Cyclotella_cryptica_Cyccr1	+	scaffold_5446:12998-13012			13005	F	1270
FcTHIC	scaffold_55349	100	15	0	0	14	28	205	191	2.5	30.2	Cyclotella_cryptica_Cyccr1	-	scaffold_55349:205-191			198	F	1271
FcSSSP	scaffold_562	100	15	0	0	4	18	83486	83472	3.3	30.2	Pseudo-nitzschia_multiseries_Psemu1	-	scaffold_562:83486-83472			83479	F	1272
FcTHIC	scaffold_5722	100	15	0	0	12	26	8081	8067	2.5	30.2	Cyclotella_cryptica_Cyccr1	-	scaffold_5722:8081-8067			8074	F	1273
FcSSSP	scaffold_5815	100	15	0	0	9	23	16854	16840	2.4	30.2	Cyclotella_cryptica_Cyccr1	-	scaffold_5815:16854-16840			16847	F	1274
FcSSSP	scaffold_5818	100	14	0	0	11	24	6249	6262	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_5818:6249-6262			6255.5	F	1275
FcTHIC	scaffold_597	100	16	0	0	13	28	26028	26013	0.88	32.2	Pseudo-nitzschia_multiseries_Psemu1	-	scaffold_597:26028-26013	"""gm1.35871_g"""	"""gm1.35880_g"""	26020.5	F	1276
FcTHIC	scaffold_6	100	15	0	0	14	28	283182	283196	3.5	30.2	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_6:283182-283196	"""e_gw1.6.49.1"""	"""e_gw1.6.239.1"""	283189	F	1277
FcTHIC	scaffold_642	100	16	0	0	21	36	81650	81635	0.88	32.2	Pseudo-nitzschia_multiseries_Psemu1	-	scaffold_642:81650-81635	"""gm1.37179_g"""	"""estExt_Genewise1.C_6420018"""	81642.5	F	1278
FcTHIC	scaffold_6700	100	15	0	0	15	29	9413	9427	2.5	30.2	Cyclotella_cryptica_Cyccr1	+	scaffold_6700:9413-9427			9420	F	1279
FcSSSP	scaffold_6776	100	14	0	0	20	33	977	964	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_6776:977-964			970.5	F	1280
FcTHIC	scaffold_684	100	15	0	0	14	28	82334	82348	3.5	30.2	Pseudo-nitzschia_multiseries_Psemu1	+	"""fgenesh1_kg.684_#_6_#_5295_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS"""	"""fgenesh1_kg.684_#_6_#_5295_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS"""	"""gm1.38249_g"""	82341	F	1281
PtTHIC	scaffold_7151	100	14	0	0	10	23	5144	5157	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_7151:5144-5157			5150.5	F	1282
FcSSSP	scaffold_7333	100	14	0	0	18	31	6453	6440	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_7333:6453-6440			6446.5	F	1283
TpTHI1	scaffold_7394	100	14	0	0	14	27	2645	2632	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_7394:2645-2632			2638.5	F	1284
PtTHIC	scaffold_7503	100	14	0	0	10	23	140	153	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_7503:140-153			146.5	F	1285
PtTHIC	scaffold_7630	100	14	0	0	17	30	1048	1061	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_7630:1048-1061			1054.5	F	1286
TpTHI1	scaffold_772	100	15	0	0	14	28	32315	32301	3.3	30.2	Pseudo-nitzschia_multiseries_Psemu1	-	scaffold_772:32315-32301			32308	F	1287
FcSSSP	scaffold_7909	100	14	0	0	11	24	6504	6491	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_7909:6504-6491			6497.5	F	1288
FcSSSP	scaffold_7916	100	14	0	0	11	24	3370	3383	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_7916:3370-3383			3376.5	F	1289
FcSSSP	scaffold_8292	100	14	0	0	16	29	8337	8350	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_8292:8337-8350			8343.5	F	1290
FcSSSP	scaffold_8951	100	15	0	0	13	27	1373	1359	2.4	30.2	Cyclotella_cryptica_Cyccr1	-	scaffold_8951:1373-1359			1366	F	1291
TpSSSP	scaffold_90	100	15	0	0	11	25	147282	147296	3.5	30.2	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_90:147282-147296	"""gm1.11514_g"""	"""fgenesh1_kg.90_#_8_#_3292_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS"""	147289	F	1292
FcSSSP	scaffold_9231	100	14	0	0	11	24	4082	4069	9.5	28.2	Cyclotella_cryptica_Cyccr1	-	scaffold_9231:4082-4069			4075.5	F	1293
FcSSSP	scaffold_9360	95.238	21	1	0	14	34	2594	2574	0.15	34.2	Cyclotella_cryptica_Cyccr1	-	scaffold_9360:2594-2574			2584	F	1294
FcSSSP	scaffold_9388	94.737	19	1	0	16	34	2592	2574	2.4	30.2	Cyclotella_cryptica_Cyccr1	-	scaffold_9388:2592-2574			2583	F	1295
TpTHI1	scaffold_9801	100	15	0	0	15	29	3510	3496	2.4	30.2	Cyclotella_cryptica_Cyccr1	-	scaffold_9801:3510-3496			3503	F	1296
FcSSSP	scaffold_9805	100	14	0	0	14	27	4863	4876	9.5	28.2	Cyclotella_cryptica_Cyccr1	+	scaffold_9805:4863-4876			4869.5	F	1297
FcSSSP	scaffold_99	96.774	31	1	0	5	35	282642	282612	2.28e-7	54	Pseudo-nitzschia_multiseries_Psemu1	-	"""estExt_Genewise1Plus.C_990054"""	"""estExt_Genewise1Plus.C_990054"""	"""gm1.12349_g"""	282627	F	1298
TpSSSP	scaffold00001	100	15	0	0	3	17	752716	752702	1.6	30.2	Synedra_acus_sac1	-	4626-gene	4625-gene	4627-gene	752709	F	1299
TpSSSP	scaffold00001	100	15	0	0	15	29	893208	893194	1.6	30.2	Synedra_acus_sac1	-	scaffold00001:893208-893194	4683-gene	4684-gene	893201	F	1300
PmSSSP	scaffold00001	100	14	0	0	5	18	1131712	1131699	6.2	28.2	Synedra_acus_sac1	-	4743-gene	4742-gene	4744-gene	1131705.5	F	1301
TpSSSP	scaffold00002	100	14	0	0	22	35	102358	102371	6.2	28.2	Synedra_acus_sac1	+	scaffold00002:102358-102371	5973-gene	5974-gene	102364.5	F	1302
FcSSSP	scaffold00002	100	14	0	0	16	29	800557	800570	5.9	28.2	Synedra_acus_sac1	+	6154-gene	6153-gene	6155-gene	800563.5	F	1303
PtSSSP	scaffold00004	94.444	18	1	0	16	33	415393	415376	6.2	28.2	Synedra_acus_sac1	-	11504-gene	11503-gene	11505-gene	415384.5	F	1304
PmSSSP	scaffold00006	100	14	0	0	2	15	591142	591129	6.2	28.2	Synedra_acus_sac1	-	scaffold00006:591142-591129	19206-gene	19207-gene	591135.5	F	1305
TpSSSP	scaffold00007	100	14	0	0	8	21	32598	32585	6.2	28.2	Synedra_acus_sac1	-	20102-gene	20101-gene	20103-gene	32591.5	F	1306
TpSSSP	scaffold00007	100	14	0	0	21	34	536011	536024	6.2	28.2	Synedra_acus_sac1	+	20241-gene	20240-gene	20242-gene	536017.5	F	1307
PmSSSP	scaffold00009	100	14	0	0	4	17	459539	459526	6.2	28.2	Synedra_acus_sac1	-	scaffold00009:459539-459526	26774-gene	26775-gene	459532.5	F	1308
PmSSSP	scaffold00014	100	16	0	0	3	18	230980	230965	0.4	32.2	Synedra_acus_sac1	-	12718-gene	12717-gene	12719-gene	230972.5	F	1309
TpTHI1	scaffold00015	100	14	0	0	5	18	454479	454466	5.9	28.2	Synedra_acus_sac1	-	15723-gene	15722-gene	15724-gene	454472.5	F	1310
FcSSSP	scaffold00016	100	15	0	0	4	18	368101	368115	1.5	30.2	Synedra_acus_sac1	+	scaffold00016:368101-368115	17851-gene	17852-gene	368108	F	1311
PmSSSP	scaffold00016	100	14	0	0	6	19	368102	368115	6.2	28.2	Synedra_acus_sac1	+	scaffold00016:368102-368115	17851-gene	17852-gene	368108.5	F	1312
FcTHIC	scaffold00016	100	15	0	0	5	19	449571	449585	1.6	30.2	Synedra_acus_sac1	+	scaffold00016:449571-449585	17852-gene	17853-gene	449578	F	1313
TpSSSP	scaffold00019	100	14	0	0	15	28	72346	72333	6.2	28.2	Synedra_acus_sac1	-	scaffold00019:72346-72333	25857-gene	25858-gene	72339.5	F	1314
TpSSSP	scaffold00020	100	15	0	0	8	22	254221	254235	1.6	30.2	Synedra_acus_sac1	+	248-gene	247-gene	249-gene	254228	F	1315
TpTHI1	scaffold00023	100	14	0	0	8	21	370172	370159	5.9	28.2	Synedra_acus_sac1	-	scaffold00023:370172-370159	9032-gene	9033-gene	370165.5	F	1316
FcTHIC	scaffold00030	94.444	18	1	0	12	29	287191	287174	6.2	28.2	Synedra_acus_sac1	-	scaffold00030:287191-287174	2400-gene	2401-gene	287182.5	F	1317
FcTHIC	scaffold00030	94.444	18	1	0	12	29	291027	291010	6.2	28.2	Synedra_acus_sac1	-	scaffold00030:291027-291010	2391-gene	2392-gene	291018.5	F	1318
FcTHIC	scaffold00030	94.444	18	1	0	12	29	294709	294692	6.2	28.2	Synedra_acus_sac1	-	scaffold00030:294709-294692	2391-gene	2392-gene	294700.5	F	1319
FcSSSP	scaffold00034	100	15	0	0	8	22	37394	37380	1.5	30.2	Synedra_acus_sac1	-	scaffold00034:37394-37380	13713-gene	13714-gene	37387	F	1320
FcTHIC	scaffold00046	100	14	0	0	12	25	152742	152729	6.2	28.2	Synedra_acus_sac1	-	16856-gene	16855-gene	16857-gene	152735.5	F	1321
FcTHIC	scaffold00049	100	14	0	0	6	19	194758	194771	6.2	28.2	Synedra_acus_sac1	+	scaffold00049:194758-194771	25548-gene	25549-gene	194764.5	F	1322
TpSSSP	scaffold00056	100	14	0	0	22	35	19797	19784	6.2	28.2	Synedra_acus_sac1	-	18583-gene	18582-gene	18584-gene	19790.5	F	1323
TpSSSP	scaffold00056	100	14	0	0	4	17	238084	238097	6.2	28.2	Synedra_acus_sac1	+	scaffold00056:238084-238097			238090.5	F	1324
FcSSSP	scaffold00068	100	14	0	0	13	26	101317	101330	5.9	28.2	Synedra_acus_sac1	+	22595-gene	22594-gene	22596-gene	101323.5	F	1325
PtSSSP	scaffold00068	100	14	0	0	4	17	165916	165903	6.2	28.2	Synedra_acus_sac1	-	scaffold00068:165916-165903	22603-gene	22604-gene	165909.5	F	1326
TpSSSP	scaffold00070	100	14	0	0	15	28	31817	31830	6.2	28.2	Synedra_acus_sac1	+	scaffold00070:31817-31830	1020-gene	1021-gene	31823.5	F	1327
TpSSSP	scaffold00071	100	15	0	0	4	18	16941	16955	1.6	30.2	Synedra_acus_sac1	+	3285-gene	3284-gene	3286-gene	16948	F	1328
TpSSSP	scaffold00078	100	15	0	0	11	25	145012	144998	1.6	30.2	Synedra_acus_sac1	-	scaffold00078:145012-144998	22670-gene	22671-gene	145005	F	1329
TpSSSP	scaffold00084	100	14	0	0	10	23	183542	183555	6.2	28.2	Synedra_acus_sac1	+	scaffold00084:183542-183555			183548.5	F	1330
PmSSSP	scaffold00087	100	14	0	0	1	14	51994	51981	6.2	28.2	Synedra_acus_sac1	-	20906-gene	20905-gene	20907-gene	51987.5	F	1331
PmSSSP	scaffold00087	100	14	0	0	1	14	54890	54877	6.2	28.2	Synedra_acus_sac1	-	20913-gene	20912-gene	20914-gene	54883.5	F	1332
PmSSSP	scaffold00087	100	14	0	0	1	14	79681	79668	6.2	28.2	Synedra_acus_sac1	-	20904-gene	20903-gene	20905-gene	79674.5	F	1333
TpSSSP	scaffold00102	100	14	0	0	22	35	46315	46328	6.2	28.2	Synedra_acus_sac1	+	scaffold00102:46315-46328	7135-gene	7136-gene	46321.5	F	1334
TpTHI1	scaffold00103	100	14	0	0	8	21	137808	137821	5.9	28.2	Synedra_acus_sac1	+	9075-gene	9074-gene	9076-gene	137814.5	F	1335
PtTHIC	scaffold00108	100	14	0	0	11	24	96204	96191	5.9	28.2	Synedra_acus_sac1	-	23770-gene	23769-gene	23771-gene	96197.5	F	1336
PtTHIC	scaffold00119	100	14	0	0	12	25	105235	105222	5.9	28.2	Synedra_acus_sac1	-	scaffold00119:105235-105222	27330-gene	27331-gene	105228.5	F	1337
PtTHIC	scaffold00122	100	14	0	0	2	15	133307	133320	5.9	28.2	Synedra_acus_sac1	+	7440-gene	7439-gene	7441-gene	133313.5	F	1338
PtTHIC	scaffold00129	100	14	0	0	11	24	116570	116583	5.9	28.2	Synedra_acus_sac1	+	26944-gene	26943-gene	26945-gene	116576.5	F	1339
TpSSSP	scaffold00139	100	14	0	0	6	19	11591	11578	6.2	28.2	Synedra_acus_sac1	-	26588-gene	26587-gene	26589-gene	11584.5	F	1340
TpSSSP	scaffold00139	100	14	0	0	6	19	14335	14322	6.2	28.2	Synedra_acus_sac1	-	26587-gene	26586-gene	26588-gene	14328.5	F	1341
PtTHIC	scaffold00145	94.444	18	1	0	3	20	142431	142448	5.9	28.2	Synedra_acus_sac1	+	14324-gene	14323-gene	14325-gene	142439.5	F	1342
FcSSSP	scaffold00152	100	15	0	0	4	18	106274	106288	1.5	30.2	Synedra_acus_sac1	+	7393-gene	7392-gene	7394-gene	106281	F	1343
FcSSSP	scaffold00152	100	15	0	0	4	18	111088	111102	1.5	30.2	Synedra_acus_sac1	+	scaffold00152:111088-111102	7395-gene	7396-gene	111095	F	1344
PmSSSP	scaffold00152	100	14	0	0	6	19	111089	111102	6.2	28.2	Synedra_acus_sac1	+	scaffold00152:111089-111102	7395-gene	7396-gene	111095.5	F	1345
TpSSSP	scaffold00157	94.444	18	1	0	18	35	71734	71751	6.2	28.2	Synedra_acus_sac1	+	scaffold00157:71734-71751	21150-gene	21151-gene	71742.5	F	1346
FcTHIC	scaffold00168	100	14	0	0	3	16	37418	37431	6.2	28.2	Synedra_acus_sac1	+	scaffold00168:37418-37431	22838-gene	22839-gene	37424.5	F	1347
TpTHI1	scaffold00192	100	14	0	0	12	25	45553	45540	5.9	28.2	Synedra_acus_sac1	-	scaffold00192:45553-45540	5630-gene	5631-gene	45546.5	F	1348
FcTHIC	scaffold00210	100	14	0	0	13	26	89194	89181	6.2	28.2	Synedra_acus_sac1	-	scaffold00210:89194-89181	550-gene	551-gene	89187.5	F	1349
TpSSSP	scaffold00254	100	14	0	0	4	17	78382	78369	6.2	28.2	Synedra_acus_sac1	-	12149-gene	12148-gene	12150-gene	78375.5	F	1350
TpTHI1	scaffold00266	100	14	0	0	15	28	43892	43879	5.9	28.2	Synedra_acus_sac1	-	17931-gene	17930-gene	17932-gene	43885.5	F	1351
TpTHI1	scaffold00266	100	14	0	0	15	28	48175	48162	5.9	28.2	Synedra_acus_sac1	-	17935-gene	17934-gene	17936-gene	48168.5	F	1352
FcTHIC	scaffold00270	94.737	19	1	0	12	30	24221	24239	1.6	30.2	Synedra_acus_sac1	+	475-gene	474-gene	476-gene	24230	F	1353
PtSSSP	scaffold00290	94.444	18	1	0	12	29	10139	10156	6.2	28.2	Synedra_acus_sac1	+	scaffold00290:10139-10156	2567-gene	2568-gene	10147.5	F	1354
TpSSSP	scaffold00301	100	14	0	0	22	35	10826	10813	6.2	28.2	Synedra_acus_sac1	-	scaffold00301:10826-10813	3697-gene	3698-gene	10819.5	F	1355
TpSSSP	scaffold00307	100	14	0	0	4	17	31608	31595	6.2	28.2	Synedra_acus_sac1	-	scaffold00307:31608-31595	21244-gene	21245-gene	31601.5	F	1356
TpSSSP	scaffold00330	100	14	0	0	3	16	58557	58544	6.2	28.2	Synedra_acus_sac1	-	scaffold00330:58557-58544	1618-gene	1619-gene	58550.5	F	1357
TpTHI1	scaffold00360	100	14	0	0	7	20	22522	22509	5.9	28.2	Synedra_acus_sac1	-	scaffold00360:22522-22509	127-gene	128-gene	22515.5	F	1358
PtTHIC	scaffold00365	100	14	0	0	11	24	16408	16421	5.9	28.2	Synedra_acus_sac1	+	14189-gene	14188-gene	14190-gene	16414.5	F	1359
TpSSSP	scaffold00402	100	14	0	0	4	17	40005	40018	6.2	28.2	Synedra_acus_sac1	+	scaffold00402:40005-40018	6609-gene	6610-gene	40011.5	F	1360
TpSSSP	scaffold00416	100	14	0	0	4	17	50809	50796	6.2	28.2	Synedra_acus_sac1	-	18998-gene	18997-gene	18999-gene	50802.5	F	1361
PtTHIC	scaffold00450	100	15	0	0	13	27	17885	17899	1.5	30.2	Synedra_acus_sac1	+	scaffold00450:17885-17899	1803-gene	1804-gene	17892	F	1362
TpTHI1	scaffold00492	100	14	0	0	15	28	6724	6711	5.9	28.2	Synedra_acus_sac1	-	8302-gene	8301-gene	8303-gene	6717.5	F	1363
TpTHI1	scaffold00492	100	14	0	0	15	28	10470	10457	5.9	28.2	Synedra_acus_sac1	-	8304-gene	8303-gene	8305-gene	10463.5	F	1364
FcTHIC	scaffold00510	100	14	0	0	13	26	14734	14721	6.2	28.2	Synedra_acus_sac1	-	scaffold00510:14734-14721	1417-gene	1418-gene	14727.5	F	1365
TpSSSP	scaffold00547	94.444	18	1	0	9	26	24135	24152	6.2	28.2	Synedra_acus_sac1	+	scaffold00547:24135-24152	21089-gene	21090-gene	24143.5	F	1366
TpSSSP	scaffold00610	100	14	0	0	22	35	19004	19017	6.2	28.2	Synedra_acus_sac1	+	scaffold00610:19004-19017	702-gene	703-gene	19010.5	F	1367
TpSSSP	scaffold00619	100	14	0	0	3	16	3082	3095	6.2	28.2	Synedra_acus_sac1	+	scaffold00619:3082-3095	25734-gene	25735-gene	3088.5	F	1368
FcSSSP	scaffold00627	100	15	0	0	14	28	33246	33260	1.5	30.2	Synedra_acus_sac1	+	scaffold00627:33246-33260	21444-gene	21445-gene	33253	F	1369
FcSSSP	scaffold00654	100	15	0	0	14	28	32098	32112	1.5	30.2	Synedra_acus_sac1	+	scaffold00654:32098-32112	12265-gene	12266-gene	32105	F	1370
PtTHIC	scaffold00675	100	15	0	0	13	27	24180	24194	1.5	30.2	Synedra_acus_sac1	+	14731-gene	14730-gene	14732-gene	24187	F	1371
TpSSSP	scaffold00688	100	14	0	0	4	17	25061	25074	6.2	28.2	Synedra_acus_sac1	+	scaffold00688:25061-25074	23965-gene	23966-gene	25067.5	F	1372
TpSSSP	scaffold00688	100	14	0	0	4	17	28873	28886	6.2	28.2	Synedra_acus_sac1	+	scaffold00688:28873-28886	23968-gene	23969-gene	28879.5	F	1373
PtTHIC	scaffold00728	100	14	0	0	11	24	19011	19024	5.9	28.2	Synedra_acus_sac1	+	22153-gene	22152-gene	22154-gene	19017.5	F	1374
PtTHIC	scaffold00732	100	15	0	0	13	27	18728	18714	1.5	30.2	Synedra_acus_sac1	-	7575-gene	7574-gene	7576-gene	18721	F	1375
TpSSSP	scaffold00748	100	14	0	0	16	29	16913	16926	6.2	28.2	Synedra_acus_sac1	+	scaffold00748:16913-16926	22365-gene	22366-gene	16919.5	F	1376
FcTHIC	scaffold00991	100	14	0	0	18	31	14694	14681	6.2	28.2	Synedra_acus_sac1	-	3081-gene	3080-gene	3082-gene	14687.5	F	1377
PtTHIC	scaffold01117	100	14	0	0	1	14	11565	11552	5.9	28.2	Synedra_acus_sac1	-	20980-gene	20979-gene	20981-gene	11558.5	F	1378
TpSSSP	scaffold01147	100	14	0	0	15	28	8790	8803	6.2	28.2	Synedra_acus_sac1	+	19443-gene	19442-gene	19444-gene	8796.5	F	1379
FcSSSP	scaffold01181	100	14	0	0	15	28	4859	4846	5.9	28.2	Synedra_acus_sac1	-	scaffold01181:4859-4846			4852.5	F	1380
FcSSSP	scaffold01243	100	14	0	0	8	21	2074	2087	5.9	28.2	Synedra_acus_sac1	+	scaffold01243:2074-2087			2080.5	F	1381
TpTHI1	scaffold01255	100	14	0	0	7	20	3186	3199	5.9	28.2	Synedra_acus_sac1	+	scaffold01255:3186-3199			3192.5	F	1382
PtSSSP	scaffold01258	100	14	0	0	3	16	2974	2961	6.2	28.2	Synedra_acus_sac1	-	scaffold01258:2974-2961			2967.5	F	1383
FcTHIC	scaffold01271	100	14	0	0	18	31	11205	11192	6.2	28.2	Synedra_acus_sac1	-	2947-gene	2946-gene	2948-gene	11198.5	F	1384
TpSSSP	scaffold01277	100	14	0	0	22	35	7499	7486	6.2	28.2	Synedra_acus_sac1	-	20412-gene	20411-gene	20413-gene	7492.5	F	1385
TpSSSP	scaffold01452	100	14	0	0	3	16	494	481	6.2	28.2	Synedra_acus_sac1	-	scaffold01452:494-481			487.5	F	1386
PtTHIC	scaffold01577	100	15	0	0	12	26	26	40	1.5	30.2	Synedra_acus_sac1	+	20423-gene	20422-gene	20424-gene	33	F	1387
FcSSSP	scaffold01698	100	15	0	0	14	28	2255	2269	1.5	30.2	Synedra_acus_sac1	+	scaffold01698:2255-2269			2262	F	1388
PtSSSP	scaffold01951	100	14	0	0	13	26	1034	1047	6.2	28.2	Synedra_acus_sac1	+	3123-gene	3122-gene	3124-gene	1040.5	F	1389
TpSSSP	scaffold02063	100	14	0	0	4	17	8459	8472	6.2	28.2	Synedra_acus_sac1	+	scaffold02063:8459-8472			8465.5	F	1390
FcSSSP	scaffold02088	100	15	0	0	1	15	3881	3867	1.5	30.2	Synedra_acus_sac1	-	22786-gene	22785-gene	22787-gene	3874	F	1391
TpTHI1	scaffold02336	100	14	0	0	1	14	2000	1987	5.9	28.2	Synedra_acus_sac1	-	17067-gene	17066-gene	17068-gene	1993.5	F	1392
PtTHIC	scaffold02712	94.444	18	1	0	3	20	334	351	5.9	28.2	Synedra_acus_sac1	+	7750-gene	7749-gene	7751-gene	342.5	F	1393
TpSSSP	scaffold02893	100	14	0	0	10	23	2236	2223	6.2	28.2	Synedra_acus_sac1	-	scaffold02893:2236-2223	11067-gene	11068-gene	2229.5	F	1394
PtTHIC	scaffold03458	100	14	0	0	11	24	2060	2047	5.9	28.2	Synedra_acus_sac1	-	23122-gene	23121-gene	23123-gene	2053.5	F	1395
FcSSSP	scaffold03553	100	14	0	0	15	28	559	546	5.9	28.2	Synedra_acus_sac1	-	scaffold03553:559-546			552.5	F	1396
FcSSSP	scaffold03651	100	15	0	0	1	15	1151	1165	1.5	30.2	Synedra_acus_sac1	+	3709-gene	3708-gene	3710-gene	1158	F	1397
