QueryId	SubjectId	Identity(%)	Length	Mismatches	Gap_opens	Q_Start	Q_End	S_Start	S_End	Evalue	BitScore	Genome	Strand	Gene	G_Start	G_End	G_Strand	S_Center
thiDE	QAXC01003237_1	40.329	243	141	4	337	578	204	923	9.47e-44	159	Halamphora_sp_AAB	+	QAXC01003237_1:204-923				563.5
THI6	QAXC01003315_1	27.753	227	113	8	254	475	623	81	6.66e-10	61.2	Halamphora_sp_AAB	-	QAXC01003315_1:623-81				352
thiM	QAXC01003315_1	38.865	229	121	3	9	237	644	15	2.07e-30	118	Halamphora_sp_AAB	-	QAXC01003315_1:644-15				329.5
TENA_E	QAXC01003760_1	40	35	18	2	89	121	4213	4314	1	29.6	Halamphora_sp_AAB	+	QAXC01003760_1:4213-4314				4263.5
E2.5.1.2	QAXC01005025_1	40	35	21	0	112	146	525	629	0.27	33.5	Halamphora_sp_AAB	+	QAXC01005025_1:525-629				577
tenA	QAXC01006055_1	32.927	164	103	4	49	207	1646	2131	1.88e-18	83.6	Halamphora_sp_AAB	+	QAXC01006055_1:1646-2131				1888.5
PHO	QAXC01006141_1	37.5	72	41	3	271	342	2310	2107	0.11	34.7	Halamphora_sp_AAB	-	QAXC01006141_1:2310-2107				2208.5
ACP1	QAXC01006285_1	41.401	157	89	2	1	156	1578	1114	1.19e-34	127	Halamphora_sp_AAB	-	QAXC01006285_1:1578-1114				1346
TPK1	QAXC01006350_1	50	24	12	0	1	24	913	842	7	28.1	Halamphora_sp_AAB	-	QAXC01006350_1:913-842				877.5
thiL	QPGO01000001_1	32.877	73	32	3	154	210	1095798	1096013	7.9	30	Psammoneis_japonica_ASM863298v1	+	QPGO01000001_1:1095798-1096013				1095905.5
thiK	QPGO01000004_1	26.531	49	36	0	152	200	229456	229602	6	30	Psammoneis_japonica_ASM863298v1	+	QPGO01000004_1:229456-229602				229529
NTPCR	QPGO01000005_1	39.583	48	29	0	7	54	980863	981006	0.007	37.7	Psammoneis_japonica_ASM863298v1	+	QPGO01000005_1:980863-981006				980934.5
PHO5_11_12	QPGO01000006_1	39.024	41	24	1	6	45	811929	811807	0.28	35.4	Psammoneis_japonica_ASM863298v1	-	QPGO01000006_1:811929-811807				811868
TENA_E	QPGO01000008_1	37.5	24	15	0	88	111	199087	199158	3.4	29.6	Psammoneis_japonica_ASM863298v1	+	QPGO01000008_1:199087-199158				199122.5
iscS	QPGO01000014_1	83.113	379	64	0	20	398	153512	154648	0	634	Psammoneis_japonica_ASM863298v1	+	QPGO01000014_1:153512-154648				154080
tenI	QPGO01000015_1	27.737	137	80	6	74	198	91136	91525	7.79e-4	41.2	Psammoneis_japonica_ASM863298v1	+	QPGO01000015_1:91136-91525				91330.5
PHO	QPGO01000030_1	29.487	78	53	1	226	303	270779	270552	1.8	32.7	Psammoneis_japonica_ASM863298v1	-	QPGO01000030_1:270779-270552				270665.5
ylmB	QPGO01000030_1	41.304	46	27	0	83	128	314685	314548	0.002	42.4	Psammoneis_japonica_ASM863298v1	-	QPGO01000030_1:314685-314548				314616.5
thi4	QPGO01000039_1	34.211	76	47	2	27	102	346873	347091	0.002	41.2	Psammoneis_japonica_ASM863298v1	+	QPGO01000039_1:346873-347091				346982
thiG	QPGO01000040_1	41.935	31	18	0	132	162	379512	379420	6.1	29.6	Psammoneis_japonica_ASM863298v1	-	QPGO01000040_1:379512-379420				379466
rsgA	QPGO01000048_1	28.846	156	76	10	90	211	400452	400916	0.16	35	Psammoneis_japonica_ASM863298v1	+	QPGO01000048_1:400452-400916				400684
adk	QPGO01000048_1	73.362	229	57	1	78	306	462895	463569	1.67e-105	339	Psammoneis_japonica_ASM863298v1	+	QPGO01000048_1:462895-463569				463232
THTPA	QPGO01000052_1	38.947	190	99	8	36	214	5818	6369	1.18e-30	97.8	Psammoneis_japonica_ASM863298v1	+	QPGO01000052_1:5818-6369				6093.5
thiM	QPGO01000055_1	35	40	26	0	39	78	341080	340961	6.7	29.6	Psammoneis_japonica_ASM863298v1	-	QPGO01000055_1:341080-340961				341020.5
thiN	QPGO01000056_1	36.066	61	30	3	37	95	334317	334156	0.62	32	Psammoneis_japonica_ASM863298v1	-	QPGO01000056_1:334317-334156				334236.5
TPK1	QPGO01000057_1	29.259	270	129	11	17	266	371091	371774	1.47e-18	86.7	Psammoneis_japonica_ASM863298v1	+	QPGO01000057_1:371091-371774				371432.5
ACP1	QPGO01000087_1	40.909	44	22	2	44	86	59616	59738	1.4	30.4	Psammoneis_japonica_ASM863298v1	+	QPGO01000087_1:59616-59738				59677
E2.5.1.2	QPGO01000088_1	23.944	71	49	2	314	381	117612	117406	4.2	31.6	Psammoneis_japonica_ASM863298v1	-	QPGO01000088_1:117612-117406				117509
thiF	QPGO01000094_1	40.506	237	112	5	4	212	34663	33956	3.71e-38	142	Psammoneis_japonica_ASM863298v1	-	QPGO01000094_1:34663-33956				34309.5
TH2	QPGO01000096_1	30.709	381	154	12	77	432	231961	231074	5.35e-30	125	Psammoneis_japonica_ASM863298v1	-	QPGO01000096_1:231961-231074				231517.5
thiI	QPGO01000102_1	33.929	56	36	1	224	278	147974	148141	2.1	32.3	Psammoneis_japonica_ASM863298v1	+	QPGO01000102_1:147974-148141				148057.5
tenA	QPGO01000118_1	31.343	67	38	3	1	63	214489	214301	1.7	31.2	Psammoneis_japonica_ASM863298v1	-	QPGO01000118_1:214489-214301				214395
phoA	QPGO01000120_1	27.273	77	49	3	438	508	101810	102037	0.17	36.2	Psammoneis_japonica_ASM863298v1	+	QPGO01000120_1:101810-102037				101923.5
thiH	QPGO01000127_1	22.963	135	94	4	224	352	227557	227949	1.4	32.7	Psammoneis_japonica_ASM863298v1	+	QPGO01000127_1:227557-227949				227753
dxs	QPGO01000173_1	81.473	448	58	2	305	728	76113	74773	0	748	Psammoneis_japonica_ASM863298v1	-	QPGO01000173_1:76113-74773				75443
THI20	QPGO01000173_1	35.955	178	101	5	10	180	149251	149766	2.56e-13	74.7	Psammoneis_japonica_ASM863298v1	+	QPGO01000173_1:149251-149766				149508.5
thiDN	QPGO01000173_1	39.157	166	95	3	4	163	149296	149793	1.14e-19	94	Psammoneis_japonica_ASM863298v1	+	QPGO01000173_1:149296-149793				149544.5
thiD	QPGO01000173_1	40.299	134	76	1	19	148	149338	149739	2.26e-20	91.7	Psammoneis_japonica_ASM863298v1	+	QPGO01000173_1:149338-149739				149538.5
thiDE	QPGO01000173_1	34.286	140	87	2	337	472	149353	149769	2.24e-15	81.6	Psammoneis_japonica_ASM863298v1	+	QPGO01000173_1:149353-149769				149561
thiE	QPGO01000173_1	39.109	202	115	5	15	208	150649	151254	1.4e-32	125	Psammoneis_japonica_ASM863298v1	+	QPGO01000173_1:150649-151254				150951.5
THI6	QPGO01000173_1	43.333	60	33	1	38	96	150703	150882	7.21e-5	47.4	Psammoneis_japonica_ASM863298v1	+	QPGO01000173_1:150703-150882				150792.5
thiC	QPGO01000179_1	79.253	482	54	3	178	617	78777	77344	0	755	Psammoneis_japonica_ASM863298v1	-	QPGO01000179_1:78777-77344				78060.5
THI5	QPGO01000225_1	24.638	138	89	3	131	268	45971	45603	0.13	35.8	Psammoneis_japonica_ASM863298v1	-	QPGO01000225_1:45971-45603				45787
THI4	QPGO01000424_1	40.625	32	19	0	93	124	20434	20529	3.1	31.2	Psammoneis_japonica_ASM863298v1	+	QPGO01000424_1:20434-20529				20481.5
thiO	QPGO01000424_1	27.614	373	228	10	27	363	20503	21603	3.44e-28	117	Psammoneis_japonica_ASM863298v1	+	QPGO01000424_1:20503-21603				21053
iscS	scaffold_1000	78.271	428	65	1	1	400	48486	49769	0	679	Pseudo-nitzschia_multiseries_Psemu1	+	"""e_gw1.1000.17.1"""	48726	49778	+	49127.5
thiG	scaffold_102471	54.054	37	8	1	124	160	53	136	4.89e-4	38.9	Cyclotella_cryptica_Cyccr1	+	scaffold_102471:53-136				94.5
THI5	scaffold_10256	35.593	59	36	1	228	286	2708	2878	1.3	33.1	Cyclotella_cryptica_Cyccr1	+	scaffold_10256:2708-2878				2793
ylmB	scaffold_104	27.451	204	138	5	64	261	228246	228845	1.1e-8	60.1	Pseudo-nitzschia_multiseries_Psemu1	+	"""e_gw1.104.45.1"""	228015	229571	+	228545.5
TENA_E	scaffold_10459	34.211	38	23	1	4	39	1400	1513	4	30	Cyclotella_cryptica_Cyccr1	+	gene_430	5	2848	+	1456.5
thiE	scaffold_10691	42.5	200	104	7	15	204	4226	3630	1.68e-31	122	Cyclotella_cryptica_Cyccr1	-	gene_582	3618	5530	-	3928
thiDE	scaffold_10691	37.419	155	86	3	349	493	5464	5003	9.09e-19	92.8	Cyclotella_cryptica_Cyccr1	-	gene_582	3618	5530	-	5233.5
thiDN	scaffold_10691	35.028	177	101	3	15	177	5533	5003	2.18e-22	102	Cyclotella_cryptica_Cyccr1	-	gene_582	3618	5530	-	5268
thiD	scaffold_10691	36.517	178	98	4	16	179	5533	5003	4.54e-21	94.4	Cyclotella_cryptica_Cyccr1	-	gene_582	3618	5530	-	5268
THI20	scaffold_10691	32.418	182	103	4	36	202	5533	5003	3.49e-15	81.3	Cyclotella_cryptica_Cyccr1	-	gene_582	3618	5530	-	5268
thiL	scaffold_107955	100	44	0	0	33	76	1	132	7.26e-22	88.6	Cyclotella_cryptica_Cyccr1	+	scaffold_107955:1-132				66.5
PHO	scaffold_110	30	50	30	1	416	465	139641	139507	10	31.6	Pseudo-nitzschia_multiseries_Psemu1	-	"""estExt_fgenesh1_pm.C_1100005"""	139318	139608	-	139574
PHO	scaffold_113043	34	50	32	1	240	289	173	27	3.3	29.3	Cyclotella_cryptica_Cyccr1	-	scaffold_113043:173-27				100
PHO5_11_12	scaffold_113043	28.846	52	36	1	240	291	173	21	9.6	28.1	Cyclotella_cryptica_Cyccr1	-	scaffold_113043:173-21				97
thiC	scaffold_124	79.705	611	115	4	11	617	118075	116258	0	990	Pseudo-nitzschia_multiseries_Psemu1	-	"""estExt_Genewise1Plus.C_1240062"""	116249	118126	-	117166.5
thi4	scaffold_147	48.649	37	19	0	26	62	148628	148518	0.13	36.6	Pseudo-nitzschia_multiseries_Psemu1	-	"""e_gw1.147.40.1"""	148287	148664	-	148573
TPK1	scaffold_14726	28.767	146	76	5	148	266	621	1055	1.66e-21	62.4	Cyclotella_cryptica_Cyccr1	+	gene_2720	1	1070	+	838
TPK1	scaffold_1605	27.097	310	136	11	3	266	20193	20990	9.89e-17	82.4	Pseudo-nitzschia_multiseries_Psemu1	+	"""estExt_Genewise1Plus.C_16050006"""	20499	21014	+	20591.5
dxs	scaffold_163	86.29	496	67	1	70	565	127219	128703	0	906	Pseudo-nitzschia_multiseries_Psemu1	+	"""estExt_Genemark1.C_1630038"""	127237	128698	+	127961
thiI	scaffold_173	31.818	66	28	2	41	106	178302	178156	0.66	35.4	Pseudo-nitzschia_multiseries_Psemu1	-	"""fgenesh1_pg.173_#_11"""	178105	179070	-	178229
phoA	scaffold_1983	27.059	85	60	1	182	264	4781	4527	0.51	35.8	Pseudo-nitzschia_multiseries_Psemu1	-	scaffold_1983:4781-4527				4654
THI4	scaffold_203	41.86	43	23	1	90	132	45694	45816	0.12	37.4	Pseudo-nitzschia_multiseries_Psemu1	+	"""e_gw1.203.82.1"""	45661	47033	+	45755
thiK	scaffold_211	32.184	87	53	2	98	184	43676	43434	0.58	34.3	Pseudo-nitzschia_multiseries_Psemu1	-	scaffold_211:43676-43434				43555
tenA	scaffold_2416	26.415	159	104	4	52	197	7418	6942	4.73e-7	52.8	Pseudo-nitzschia_multiseries_Psemu1	-	"""e_gw1.2416.4.1"""	6753	7517	-	7180
thiM	scaffold_24165	30.769	78	46	2	1	78	263	54	1.1	32.3	Cyclotella_cryptica_Cyccr1	-	gene_4441	1	296	-	158.5
thiM	scaffold_2562	53.125	32	15	0	109	140	10771	10866	3.9	31.6	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_2562:10771-10866				10818.5
THTPA	scaffold_260	34.333	300	130	12	40	281	78515	77643	9.84e-33	129	Pseudo-nitzschia_multiseries_Psemu1	-	"""e_gw1.260.37.1"""	77631	78324	-	78079
thiL	scaffold_294	25.225	111	69	3	148	245	88374	88703	0.86	34.3	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_294:88374-88703				88538.5
thiO	scaffold_2973	27.136	398	223	11	27	363	5291	4116	6.42e-27	115	Pseudo-nitzschia_multiseries_Psemu1	-	"""e_gw1.2973.5.1"""	3834	5426	-	4703.5
TH2	scaffold_338	37.772	368	143	7	138	433	18462	17401	4.94e-62	195	Pseudo-nitzschia_multiseries_Psemu1	-	"""e_gw1.338.15.1"""	17517	18352	-	17931.5
thiH	scaffold_36	38.636	44	25	2	225	268	33566	33691	5.1	32	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_36:33566-33691				33628.5
tenA	scaffold_3942	23.333	180	105	5	52	198	41278	40739	2.25e-4	43.9	Cyclotella_cryptica_Cyccr1	-	gene_7260	40565	41338	-	41008.5
TH2	scaffold_3947	32.36	411	214	10	72	437	49345	48170	2.47e-42	162	Cyclotella_cryptica_Cyccr1	-	gene_7293	48125	49594	-	48757.5
rsgA	scaffold_4004	28.378	74	53	0	232	305	19772	19993	0.27	35.4	Cyclotella_cryptica_Cyccr1	+	gene_7689	17465	20344	+	19882.5
THI20	scaffold_412	33.571	280	136	5	24	256	40574	41404	4.19e-23	107	Pseudo-nitzschia_multiseries_Psemu1	+	"""estExt_fgenesh1_pm.C_4120005"""	40546	41141	+	40989
thiDN	scaffold_412	37.569	181	105	2	4	177	40577	41116	3.56e-23	105	Pseudo-nitzschia_multiseries_Psemu1	+	"""estExt_fgenesh1_pm.C_4120005"""	40546	41141	+	40846.5
thiD	scaffold_412	30.124	322	147	9	20	266	40622	41578	7.04e-29	117	Pseudo-nitzschia_multiseries_Psemu1	+	"""estExt_fgenesh1_pm.C_4120005"""	40546	41141	+	41100
thiDE	scaffold_412	33.852	257	114	6	337	539	40634	41398	2.45e-26	117	Pseudo-nitzschia_multiseries_Psemu1	+	"""estExt_fgenesh1_pm.C_4120005"""	40546	41141	+	41016
thiE	scaffold_412	40.206	194	108	5	9	194	41687	42268	3.35e-29	116	Pseudo-nitzschia_multiseries_Psemu1	+	"""estExt_fgenesh1_pm.C_4120005"""	41199	42313	+	41977.5
THI5	scaffold_42	30.275	109	75	1	5	113	332609	332932	5.93e-8	57	Pseudo-nitzschia_multiseries_Psemu1	+	"""estExt_fgenesh1_pm.C_420005"""	332601	333529	+	332770.5
thiC	scaffold_4249	73.869	199	48	2	73	271	6937	7521	2.9e-92	308	Cyclotella_cryptica_Cyccr1	+	gene_9184	6474	8884	+	7229
adk	scaffold_4250	72.619	84	23	0	224	307	35593	35342	7.02e-31	124	Cyclotella_cryptica_Cyccr1	-	scaffold_4250:35593-35342				35467.5
thiF	scaffold_434	36.327	245	148	4	8	244	85134	84400	5.32e-38	143	Pseudo-nitzschia_multiseries_Psemu1	-	"""e_gw1.434.71.1"""	84388	85161	-	84767
thiO	scaffold_4408	27.869	366	211	13	26	348	13940	15007	4.52e-27	115	Cyclotella_cryptica_Cyccr1	+	gene_9996	13673	16249	+	14473.5
THTPA	scaffold_4628	31.081	296	149	15	25	275	11064	11921	3.58e-20	92.4	Cyclotella_cryptica_Cyccr1	+	gene_11011	10869	11924	+	11492.5
tenI	scaffold_4666	24.324	185	107	8	43	196	8538	7990	0.016	37.7	Cyclotella_cryptica_Cyccr1	-	gene_11189	7957	8910	-	8264
ylmB	scaffold_4717	22.016	486	303	15	3	425	5807	4389	9.29e-14	75.9	Cyclotella_cryptica_Cyccr1	-	gene_11380	4386	5906	-	5098
thi4	scaffold_4813	41.791	67	30	3	5	62	14016	13816	0.026	38.5	Cyclotella_cryptica_Cyccr1	-	gene_11730	12726	14777	-	13916
thiN	scaffold_5	35	40	26	0	39	78	613118	613237	0.87	32.7	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_5:613118-613237				613177.5
adk	scaffold_529	73.709	213	54	1	103	313	64115	63477	2.39e-95	311	Pseudo-nitzschia_multiseries_Psemu1	-	"""fgenesh1_kg.529_#_14_#_6139_1_CCCI_CCOA_CCOB_CCOC_CFAP_CFAS"""	63471	64355	-	63796
dxs	scaffold_5316	76.963	573	120	4	1	567	11178	12878	0	920	Cyclotella_cryptica_Cyccr1	+	gene_13448	11178	13528	+	12028
phoA	scaffold_5502	39.13	46	28	0	113	158	4082	4219	0.038	38.9	Cyclotella_cryptica_Cyccr1	+	gene_13998	2959	5855	+	4150.5
ACP1	scaffold_5591	29.204	113	71	3	50	156	14784	14455	0.17	33.9	Cyclotella_cryptica_Cyccr1	-	scaffold_5591:14784-14455				14619.5
rsgA	scaffold_570	33.621	116	54	4	170	265	46806	47144	3.56e-4	44.7	Pseudo-nitzschia_multiseries_Psemu1	+	"""gm1.35096_g"""	46851	47303	+	46975
NTPCR	scaffold_5801	50	24	12	0	1	24	8321	8250	0.16	34.3	Cyclotella_cryptica_Cyccr1	-	gene_14786	6367	9727	-	8285.5
thiI	scaffold_61961	100	63	0	0	163	225	1	189	7.88e-41	142	Cyclotella_cryptica_Cyccr1	+	scaffold_61961:1-189				95
iscS	scaffold_6256	79.915	234	47	0	166	399	6361	5660	3.89e-162	364	Cyclotella_cryptica_Cyccr1	-	gene_15800	5657	6970	-	6010.5
THI6	scaffold_62780	30.769	65	42	1	456	520	188	3	0.11	33.9	Cyclotella_cryptica_Cyccr1	-	scaffold_62780:188-3				95.5
NTPCR	scaffold_81	33.659	205	101	6	7	178	69286	69894	4.99e-21	91.7	Pseudo-nitzschia_multiseries_Psemu1	+	scaffold_81:69286-69894				69590
thiK	scaffold_83269	100	52	0	0	26	77	3	158	6.65e-31	111	Cyclotella_cryptica_Cyccr1	+	scaffold_83269:3-158				80.5
thiH	scaffold_87833	100	50	0	0	227	276	1	150	4.48e-30	111	Cyclotella_cryptica_Cyccr1	+	scaffold_87833:1-150				75.5
thiF	scaffold_8901	39.823	226	114	5	8	212	248	922	3.78e-38	143	Cyclotella_cryptica_Cyccr1	+	gene_19958	1	1605	+	585
ACP1	scaffold_960	32.836	67	33	3	12	75	34206	34033	2.7	30.8	Pseudo-nitzschia_multiseries_Psemu1	-	"""e_gw1.960.2.1"""	32834	34357	+	34119.5
THI6	scaffold_984	30.055	183	112	7	9	188	11155	11664	1.91e-6	53.5	Pseudo-nitzschia_multiseries_Psemu1	+	"""e_gw1.984.18.1"""	11149	11772	+	11409.5
tenI	scaffold_984	29.688	128	88	2	59	184	11344	11727	6.15e-8	54.7	Pseudo-nitzschia_multiseries_Psemu1	+	"""e_gw1.984.18.1"""	11149	11772	+	11535.5
thiO	scaffold00005	30	350	200	13	45	363	784928	783921	1.19e-29	122	Synedra_acus_sac1	-	15420-gene	782892	785282	-	784424.5
ACP1	scaffold00012	31.034	58	39	1	16	72	231938	232111	6.9	28.5	Synedra_acus_sac1	+	8104-gene	231935	235760	+	232024.5
iscS	scaffold00013	75.87	431	71	1	2	399	395030	396322	0	653	Synedra_acus_sac1	+	8658-gene	395069	396325	+	395676
thiE	scaffold00017	40.291	206	113	7	9	204	274644	274027	3.93e-26	106	Synedra_acus_sac1	-	21613-gene	274015	275784	-	274335.5
THI4	scaffold00028	37.255	51	28	1	84	130	176644	176492	0.19	35.4	Synedra_acus_sac1	-	24286-gene	175511	176762	-	176568
NTPCR	scaffold00041	24.138	116	82	2	32	141	237962	238309	0.076	34.7	Synedra_acus_sac1	+	3955-gene	236657	238468	+	238135.5
THTPA	scaffold00053	35.021	237	139	8	40	273	49929	49255	1.34e-26	110	Synedra_acus_sac1	-	10373-gene	49234	49929	-	49592
thiN	scaffold00062	34.426	61	39	1	129	188	39436	39254	0.15	33.9	Synedra_acus_sac1	-	scaffold00062:39436-39254				39345
thiH	scaffold00074	42.424	33	19	0	233	265	174932	175030	8	30.4	Synedra_acus_sac1	+	scaffold00074:174932-175030				174981
tenA	scaffold00078	26.582	158	100	5	52	198	91827	92285	1.91e-7	52.8	Synedra_acus_sac1	+	22646-gene	91764	92462	+	92056
TPK1	scaffold00091	28.846	260	115	12	6	242	135674	135036	2.9e-16	79.7	Synedra_acus_sac1	-	4907-gene	135045	135758	-	135355
adk	scaffold00101	67.606	142	46	0	171	312	93702	93277	4.41e-80	200	Synedra_acus_sac1	-	4024-gene	93274	94313	-	93489.5
PHO	scaffold00106	30.882	68	33	2	369	436	108948	109109	1.2	33.1	Synedra_acus_sac1	+	17182-gene	107823	113422	-	109028.5
PHO5_11_12	scaffold00106	31.25	64	30	2	373	436	108960	109109	1.5	33.1	Synedra_acus_sac1	+	17182-gene	107823	113422	-	109034.5
thi4	scaffold00177	34.615	52	34	0	12	63	34094	34249	0.002	41.2	Synedra_acus_sac1	+	20570-gene	26524	39680	+	34171.5
dxs	scaffold00328	80.468	727	115	4	16	719	51327	49159	0	1182	Synedra_acus_sac1	-	23730-gene	49194	51736	-	50243
thiI	scaffold00353	31.148	61	32	2	277	337	59325	59173	2.6	32.3	Synedra_acus_sac1	-	9508-gene	58403	59287	-	59249
thiC	scaffold00411	81.894	602	97	4	25	619	39485	37695	0	999	Synedra_acus_sac1	-	2740-gene	37656	39641	-	38590
thiK	scaffold00506	41.86	43	24	1	99	141	33310	33185	0.28	34.3	Synedra_acus_sac1	-	17087-gene	32723	34663	+	33247.5
THI20	scaffold00580	40.226	266	138	9	12	274	17987	18730	2.39e-42	164	Synedra_acus_sac1	+	594-gene	15798	20629	-	18358.5
thiDE	scaffold00580	42	250	136	4	310	559	18008	18730	2.11e-34	141	Synedra_acus_sac1	+	594-gene	15798	20629	-	18369
thiDN	scaffold00580	38.843	242	134	5	6	243	18038	18733	3.63e-30	125	Synedra_acus_sac1	+	594-gene	15798	20629	-	18385.5
thiG	scaffold00637	46.8	250	132	1	4	252	18473	19222	3.23e-66	223	Synedra_acus_sac1	+	20708-gene	17851	23331	+	18847.5
rsgA	scaffold00698	32.143	84	51	2	60	137	572	321	0.024	37.7	Synedra_acus_sac1	-	24191-gene	2	3703	+	446.5
thiF	scaffold00756	37.849	251	150	3	1	248	17676	18419	2.14e-41	152	Synedra_acus_sac1	+	17005-gene	17868	21990	-	18047.5
THI5	scaffold00956	25.287	87	61	2	13	96	7946	7689	0.35	34.3	Synedra_acus_sac1	-	17161-gene	7191	8146	-	7817.5
THI6	scaffold01060	31.298	131	84	3	12	141	9708	10085	4.75e-10	63.9	Synedra_acus_sac1	+	1479-gene	9645	13863	+	9896.5
ylmB	scaffold01734	28.431	102	69	3	20	119	5670	5969	3.89e-7	53.9	Synedra_acus_sac1	+	12851-gene	2972	5950	-	5819.5
E2.5.1.2	scaffold01828	54.545	22	10	0	78	99	3434	3499	3	32	Synedra_acus_sac1	+	scaffold01828:3434-3499				3466.5
thiD	scaffold03013	36.194	268	128	5	20	261	1043	291	5.02e-40	148	Synedra_acus_sac1	-	8753-gene	1	1549	-	667
thiL	scaffold03272	35.562	329	173	13	5	321	1264	359	5.3e-30	121	Synedra_acus_sac1	-	6294-gene	266	2234	-	811.5
tenI	scaffold03633	35.294	102	64	2	85	184	1562	1867	6.64e-9	56.2	Synedra_acus_sac1	+	10271-gene	1121	2090	-	1714.5
tenA	scaffold101_size565204	23.333	180	105	5	52	198	432028	432567	2.4e-4	43.9	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_009563_size565204-processed-gene-4.50	431439	432877	+	432297.5
THI5	scaffold132_size266076	35.593	59	36	1	228	286	60163	59993	1.5	33.1	Cyclotella_cryptica_ASM1318728v1	-	scaffold132_size266076:60163-59993				60078
THI4	scaffold133_size826974	35.185	54	32	2	146	199	97399	97247	9.9	30.8	Cyclotella_cryptica_ASM1318728v1	-	scaffold133_size826974:97399-97247				97323
TH2	scaffold14_size2522936|	32.36	411	214	10	72	437	1557009	1555834	2.66e-42	162	Cyclotella_cryptica_ASM1318728v1	-	scaffold14_size2522936|:1557009-1555834				1556421.5
thiN	scaffold144_size222625	40.426	47	26	2	107	153	110501	110367	8	29.6	Cyclotella_cryptica_ASM1318728v1	-	scaffold144_size222625:110501-110367				110434
thiG	scaffold15_size1195317	26.316	57	39	1	20	76	769253	769092	4.7	30.8	Cyclotella_cryptica_ASM1318728v1	-	scaffold15_size1195317:769253-769092				769172.5
thiC	scaffold23_size1082546	73.869	199	48	2	73	271	319701	320285	4.02e-92	308	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_003000_size1082546-augustus-gene-3.15	319042	321978	+	319993
thiM	scaffold26_size1270847	28.205	78	48	2	1	78	1101945	1102154	1.8	32.3	Cyclotella_cryptica_ASM1318728v1	+	scaffold26_size1270847:1101945-1102154				1102049.5
thiH	scaffold284_size139765	28.125	64	42	2	300	362	10475	10657	3	32.3	Cyclotella_cryptica_ASM1318728v1	+	scaffold284_size139765:10475-10657				10566
thiDN	scaffold30_size1839819	32.948	173	102	3	19	177	264261	264779	9.41e-19	91.7	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_000796_size1839819-augustus-gene-2.35	263582	268112	-	264520
thiD	scaffold30_size1839819	34.483	174	99	4	20	179	264261	264779	9.24e-17	82	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_000796_size1839819-augustus-gene-2.35	263582	268112	-	264520
THI20	scaffold30_size1839819	30.899	178	103	4	40	202	264261	264779	3.42e-13	75.1	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_000796_size1839819-augustus-gene-2.35	263582	268112	-	264520
thiDE	scaffold30_size1839819	37.419	155	86	3	349	493	264318	264779	5.19e-19	94	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_000796_size1839819-augustus-gene-2.35	263582	268112	-	264548.5
thiE	scaffold30_size1839819	42.5	200	104	7	15	204	265556	266152	1.92e-31	122	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_000796_size1839819-augustus-gene-2.35	263582	268112	-	265854
THI6	scaffold30_size1839819	30.645	62	41	2	37	96	265607	265792	1.5	34.3	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_000796_size1839819-augustus-gene-2.35	263582	268112	-	265699.5
thi4	scaffold30_size1839819	41.791	67	30	3	5	62	826982	826782	0.028	38.5	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_000864_size1839819-augustus-gene-8.7	825593	827707	-	826882
NTPCR	scaffold319_size264952	50	24	12	0	1	24	157856	157785	0.17	34.3	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_016081_size264952-exonerate_est2genome-gene-1.5	152830	159477	-	157820.5
ACP1	scaffold339_size114291	30.769	52	34	1	3	54	6425	6574	0.83	32	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_019439_size114291-snap-gene-0.39	5166	6975	-	6499.5
iscS	scaffold347_size139305	79.915	234	47	0	166	399	99439	98738	4.57e-162	364	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_018707_size139305-snap-gene-0.49	98595	100684	-	99088.5
thiL	scaffold40_size1212554	29.474	95	59	3	3	97	1057033	1057293	7.9	30.8	Cyclotella_cryptica_ASM1318728v1	+	scaffold40_size1212554:1057033-1057293				1057163
thiI	scaffold402_size105057	24.096	83	44	2	285	351	48694	48933	3.5	32.7	Cyclotella_cryptica_ASM1318728v1	+	CCRYP_019769_size105057-augustus-gene-0.57	47823	51052	-	48813.5
thiK	scaffold45_size1369571	28.947	114	60	4	109	213	1284007	1283702	0.83	33.5	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_001137_size1369571-processed-gene-12.83	1282211	1284031	-	1283854.5
THTPA	scaffold470_size119222	31.081	296	149	15	25	275	109837	108980	3.86e-20	92.4	Cyclotella_cryptica_ASM1318728v1	-	CCRYP_019333_size119222-exonerate_est2genome-gene-0.5	108877	110184	-	109408.5
